"_time",accountLast4,amount,currency,endTime,endpointName,endpoints,event,eventTypes,raw,request,response,responseTime,returnCode,returnCodes,routingNumber,routingNumbers,serviceName,startTime,uuid
"2026-05-12T01:44:10.000+0000",5995,23727,USD,"1778550250.177","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",cfb1e849032c403041e6c663be39232a,"{""type"":""credit"",""amount"":23727,""currency"":""USD"",""destinationAccountLast4"":""5995"",""routingNumber"":""111000025""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",177,R03,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778550250,"cfb1e849-032c-4030-41e6-c663be39232a"
"2026-05-09T16:41:55.000+0000",7646,13139,USD,"1778344915.051","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",5d65edc5004b0d6df4ea1596818ca3e0,"{""type"":""credit"",""amount"":13139,""currency"":""USD"",""destinationAccountLast4"":""7646"",""routingNumber"":""122105155""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-10""}",51,R29,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778344915,"5d65edc5-004b-0d6d-f4ea-1596818ca3e0"
"2026-05-08T03:39:20.000+0000",4844,46268,USD,"1778211561.116","/v1/ach/return","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",d7b4ed91252927543b421831a1fb700e,"{""transferId"":""ACH-783116"",""action"":""return""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",1116,R01,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778211560,"d7b4ed91-2529-2754-3b42-1831a1fb700e"
"2026-05-09T19:19:47.000+0000",7498,35072,USD,"1778354387.684","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",7f8ea2e4c54328be126120e3cb0614c2,"{""type"":""debit"",""amount"":35072,""currency"":""USD"",""accountLast4"":""7498"",""routingNumber"":""122105155""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",684,R10,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778354387,"7f8ea2e4-c543-28be-1261-20e3cb0614c2"
"2026-05-09T18:24:55.000+0000",6754,39052,USD,"1778351095.366","/v1/ach/return","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",46b784ab7b8f67715c5104caf06ad48c,"{""transferId"":""ACH-948279"",""action"":""return""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R03"",""reason"":""bank_return""}",366,R03,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778351095,"46b784ab-7b8f-6771-5c51-04caf06ad48c"
"2026-05-09T18:24:23.000+0000",1062,46426,USD,"1778351063.114","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",1e3afde20ce41f1496fddfa3ad7ef8ff,"{""type"":""debit"",""amount"":46426,""currency"":""USD"",""accountLast4"":""1062"",""routingNumber"":""026009593""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R03"",""reason"":""bank_return""}",114,R03,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778351063,"1e3afde2-0ce4-1f14-96fd-dfa3ad7ef8ff"
"2026-05-09T10:42:23.000+0000",7657,21490,USD,"1778323344.175","/v1/ach/status","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",baa397edf4fafea47d6508a9090b3225,"{""transferId"":""ACH-164143"",""action"":""status""}","{""status"":""settled"",""achStatus"":""completed"",""settledAt"":""2026-05-09T10:42:23Z""}",1175,R02,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778323343,"baa397ed-f4fa-fea4-7d65-08a9090b3225"
"2026-05-11T17:37:36.000+0000",5766,25639,USD,"1778521056.338","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",f19a73660d1270f3d98360737df7b3fd,"{""type"":""debit"",""amount"":25639,""currency"":""USD"",""accountLast4"":""5766"",""routingNumber"":""091000022""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-12""}",338,R07,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778521056,"f19a7366-0d12-70f3-d983-60737df7b3fd"
"2026-05-11T02:49:06.000+0000",4412,4698,USD,"1778467746.941","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",c1aef383c3ca96bc0be8f533587a6422,"{""accountLast4"":""4412"",""routingNumber"":""026009593""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R07"",""reason"":""bank_return""}",941,R07,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778467746,"c1aef383-c3ca-96bc-0be8-f533587a6422"
"2026-05-06T05:17:47.000+0000",3516,3859,USD,"1778044667.798","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",138f08574ef218313999b667ab9001b9,"{""type"":""debit"",""amount"":3859,""currency"":""USD"",""accountLast4"":""3516"",""routingNumber"":""122105155""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-07""}",798,R29,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778044667,"138f0857-4ef2-1831-3999-b667ab9001b9"
"2026-05-05T12:02:31.000+0000",3672,3657,USD,"1777982551.611","/v1/ach/status","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",d702ef92d9db6a669a8e9a1afb107ffa,"{""transferId"":""ACH-259767"",""action"":""status""}","{""status"":""settled"",""achStatus"":""completed"",""settledAt"":""2026-05-05T12:02:31Z""}",611,R03,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1777982551,"d702ef92-d9db-6a66-9a8e-9a1afb107ffa"
"2026-05-11T17:00:30.000+0000",7365,23930,USD,"1778518831.127","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",0d0c7ceefb94a168725f2035a07b5782,"{""type"":""debit"",""amount"":23930,""currency"":""USD"",""accountLast4"":""7365"",""routingNumber"":""091000022""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-12""}",1127,R03,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778518830,"0d0c7cee-fb94-a168-725f-2035a07b5782"
"2026-05-08T00:11:26.000+0000",1586,18748,USD,"1778199087.195","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",5ddfd02f4f2db1dfd5677fe261972548,"{""type"":""credit"",""amount"":18748,""currency"":""USD"",""destinationAccountLast4"":""1586"",""routingNumber"":""122105155""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R07"",""reason"":""bank_return""}",1195,R07,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778199086,"5ddfd02f-4f2d-b1df-d567-7fe261972548"
"2026-05-08T06:12:24.000+0000",3782,41234,USD,"1778220744.748","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",1f99a9ab3da24778a519b92a1452c1c9,"{""type"":""credit"",""amount"":41234,""currency"":""USD"",""destinationAccountLast4"":""3782"",""routingNumber"":""111000025""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R07"",""reason"":""bank_return""}",748,R07,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778220744,"1f99a9ab-3da2-4778-a519-b92a1452c1c9"
"2026-05-07T17:39:36.000+0000",6138,7155,USD,"1778175576.175","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",9249ec9f81eef0dd6227f61d1e3ed376,"{""type"":""credit"",""amount"":7155,""currency"":""USD"",""destinationAccountLast4"":""6138"",""routingNumber"":""091000022""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",175,R02,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778175576,"9249ec9f-81ee-f0dd-6227-f61d1e3ed376"
"2026-05-10T21:49:07.000+0000",6364,18895,USD,"1778449747.594","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",4d8e4b3a7493cc6cb1362774fcf33204,"{""type"":""debit"",""amount"":18895,""currency"":""USD"",""accountLast4"":""6364"",""routingNumber"":""122105155""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-11""}",594,R10,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778449747,"4d8e4b3a-7493-cc6c-b136-2774fcf33204"
"2026-05-05T11:58:17.000+0000",3423,7528,USD,"1777982297.818","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",31c152248b04b498408e44598803935f,"{""type"":""debit"",""amount"":7528,""currency"":""USD"",""accountLast4"":""3423"",""routingNumber"":""122105155""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R01"",""reason"":""bank_return""}",818,R01,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1777982297,"31c15224-8b04-b498-408e-44598803935f"
"2026-05-08T08:41:13.000+0000",7905,32531,USD,"1778229674.187","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",9aad44c9ad0d5e0a265fd03f2385f10c,"{""accountLast4"":""7905"",""routingNumber"":""091000022""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",1187,R02,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778229673,"9aad44c9-ad0d-5e0a-265f-d03f2385f10c"
"2026-05-09T07:02:26.000+0000",4729,11432,USD,"1778310146.706","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",35a30caac7420358c22531cbf10267a7,"{""transferId"":""ACH-191821"",""action"":""settlement""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R01"",""reason"":""bank_return""}",706,R01,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778310146,"35a30caa-c742-0358-c225-31cbf10267a7"
"2026-05-06T11:18:24.000+0000",2884,39376,USD,"1778066304.923","/v1/ach/return","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",03db7502ed91d1af94ce8edd054306c2,"{""transferId"":""ACH-445786"",""action"":""return""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",923,R03,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778066304,"03db7502-ed91-d1af-94ce-8edd054306c2"
"2026-05-10T19:05:40.000+0000",8920,16109,USD,"1778439941.093","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",45b13a2b7b0c5c0cdb5885d7d9babd29,"{""type"":""credit"",""amount"":16109,""currency"":""USD"",""destinationAccountLast4"":""8920"",""routingNumber"":""026009593""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R02"",""reason"":""bank_return""}",1093,R02,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778439940,"45b13a2b-7b0c-5c0c-db58-85d7d9babd29"
"2026-05-09T10:24:03.000+0000",4932,3395,USD,"1778322243.784","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",07141280595cd2c33b8d50726251dc9b,"{""type"":""credit"",""amount"":3395,""currency"":""USD"",""destinationAccountLast4"":""4932"",""routingNumber"":""122105155""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",784,R29,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778322243,"07141280-595c-d2c3-3b8d-50726251dc9b"
"2026-05-09T10:05:38.000+0000",4089,40650,USD,"1778321138.495","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",05b90e675531a506060a8389faaa933a,"{""transferId"":""ACH-570487"",""action"":""settlement""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",495,R08,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778321138,"05b90e67-5531-a506-060a-8389faaa933a"
"2026-05-10T09:03:20.000+0000",4567,36574,USD,"1778403800.783","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",be8ea71ab5e4360e11e0542177aa85a6,"{""accountLast4"":""4567"",""routingNumber"":""122105155""}","{""status"":""unknown""}",783,R04,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778403800,"be8ea71a-b5e4-360e-11e0-542177aa85a6"
"2026-05-06T17:20:12.000+0000",3150,8472,USD,"1778088012.091","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",7091a4ea2c6893f840b3d7148dd69d5d,"{""type"":""debit"",""amount"":8472,""currency"":""USD"",""accountLast4"":""3150"",""routingNumber"":""111000025""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",91,R07,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778088012,"7091a4ea-2c68-93f8-40b3-d7148dd69d5d"
"2026-05-07T10:13:27.000+0000",9809,33217,USD,"1778148807.769","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",8cce5196320cf05650aed664392fbf9b,"{""transferId"":""ACH-773343"",""action"":""settlement""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",769,R07,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778148807,"8cce5196-320c-f056-50ae-d664392fbf9b"
"2026-05-08T20:27:07.000+0000",2103,4058,USD,"1778272027.365","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",50b692b1b30a7bfa68a55a7bdcb6d06b,"{""accountLast4"":""2103"",""routingNumber"":""091000022""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",365,R08,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778272027,"50b692b1-b30a-7bfa-68a5-5a7bdcb6d06b"
"2026-05-09T10:47:58.000+0000",1674,14759,USD,"1778323678.573","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",0313e14c297ca015b2374b31ecb6ded1,"{""type"":""credit"",""amount"":14759,""currency"":""USD"",""destinationAccountLast4"":""1674"",""routingNumber"":""111000025""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",573,R07,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778323678,"0313e14c-297c-a015-b237-4b31ecb6ded1"
"2026-05-06T17:36:06.000+0000",2256,11493,USD,"1778088966.495","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",98d00f59df73270837c394096ef82c3b,"{""type"":""debit"",""amount"":11493,""currency"":""USD"",""accountLast4"":""2256"",""routingNumber"":""091000022""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-07""}",495,R03,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778088966,"98d00f59-df73-2708-37c3-94096ef82c3b"
"2026-05-10T09:12:23.000+0000",2772,22727,USD,"1778404344.007","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",aec1ec1b8db7740a19e882314389b8da,"{""transferId"":""ACH-162434"",""action"":""settlement""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",1007,R07,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778404343,"aec1ec1b-8db7-740a-19e8-82314389b8da"
"2026-05-06T07:28:27.000+0000",2836,5512,USD,"1778052507.937","/v1/ach/status","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",14fe8e67c1f365093407182bbed1d5fa,"{""transferId"":""ACH-370139"",""action"":""status""}","{""status"":""settled"",""achStatus"":""completed"",""settledAt"":""2026-05-06T07:28:27Z""}",937,R08,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778052507,"14fe8e67-c1f3-6509-3407-182bbed1d5fa"
"2026-05-09T19:38:12.000+0000",2494,16188,USD,"1778355492.096","/v1/ach/status","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",60f306476989368a505d9f35811344d0,"{""transferId"":""ACH-389773"",""action"":""status""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R29"",""reason"":""bank_return""}",96,R29,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778355492,"60f30647-6989-368a-505d-9f35811344d0"
